participant_id,block,block_number,trial_number,timestamp_ms,left_option_shape,right_option_shape,left_option_prob,right_option_prob,selected_option,selected_shape,response_time_ms,feedback,points_earned,total_points,state,state_duration_ms,is_practice,source_file
PG16,80/20,1,8,38373,circle,square,0.2,0.8,0.0,circle,313.0,negative,0.0,0.0,5,1000,True,participant_PG16.csv
PG16,80/20,1,9,40770,circle,square,0.2,0.8,0.0,circle,311.0,negative,0.0,0.0,5,1015,True,participant_PG16.csv
PG16,80/20,1,10,43858,circle,square,0.2,0.8,,,,,0.0,0.0,5,1001,True,participant_PG16.csv
PG16,80/20,1,11,46250,square,circle,0.8,0.2,0.0,square,311.0,positive,0.0,0.0,5,1007,True,participant_PG16.csv
PG16,80/20,1,12,49107,circle,square,0.2,0.8,1.0,square,785.0,positive,0.0,0.0,5,1001,True,participant_PG16.csv
PG16,80/20,1,13,51460,square,circle,0.8,0.2,0.0,square,276.0,positive,0.0,0.0,5,1003,True,participant_PG16.csv
PG16,80/20,1,14,53844,square,circle,0.8,0.2,1.0,circle,311.0,negative,0.0,0.0,5,1007,True,participant_PG16.csv
PG16,80/20,1,15,56307,circle,square,0.2,0.8,0.0,circle,376.0,negative,0.0,0.0,5,1007,True,participant_PG16.csv
PG16,80/20,1,16,58815,square,circle,0.8,0.2,1.0,circle,431.0,negative,0.0,0.0,5,1004,True,participant_PG16.csv
PG16,80/20,1,17,61262,square,circle,0.8,0.2,0.0,square,367.0,positive,0.0,0.0,5,1009,True,participant_PG16.csv
PG16,80/20,1,18,63993,square,circle,0.8,0.2,0.0,square,654.0,positive,0.0,0.0,5,1005,True,participant_PG16.csv
PG16,80/20,1,19,66446,circle,square,0.2,0.8,0.0,circle,363.0,positive,0.0,0.0,5,1000,True,participant_PG16.csv
PG16,80/20,1,20,68810,square,circle,0.8,0.2,0.0,square,275.0,positive,0.0,0.0,5,1010,True,participant_PG16.csv
PG16,80/20,1,1,79438,circle,square,0.2,0.8,,,,,0.0,0.0,5,1000,False,participant_PG16.csv
PG16,80/20,1,2,81807,circle,square,0.2,0.8,0.0,circle,283.0,negative,-0.25,-0.25,5,1005,False,participant_PG16.csv
PG16,80/20,1,3,84332,square,circle,0.8,0.2,0.0,square,432.0,positive,0.5,0.25,5,1013,False,participant_PG16.csv
PG16,80/20,1,4,86663,square,circle,0.8,0.2,1.0,circle,244.0,negative,-0.25,0.0,5,1013,False,participant_PG16.csv
PG16,80/20,1,5,89000,square,circle,0.8,0.2,0.0,square,264.0,positive,0.5,0.5,5,1004,False,participant_PG16.csv
PG16,80/20,1,6,91413,square,circle,0.8,0.2,0.0,square,309.0,positive,0.5,1.0,5,1011,False,participant_PG16.csv
PG16,80/20,1,7,93732,square,circle,0.8,0.2,0.0,square,229.0,positive,0.5,1.5,5,1008,False,participant_PG16.csv
PG16,80/20,1,8,96079,circle,square,0.2,0.8,0.0,circle,261.0,negative,-0.25,1.25,5,1006,False,participant_PG16.csv
PG16,80/20,1,9,98436,circle,square,0.2,0.8,1.0,square,280.0,positive,0.5,1.75,5,1004,False,participant_PG16.csv
PG16,80/20,1,10,100837,square,circle,0.8,0.2,1.0,circle,316.0,negative,-0.25,1.5,5,1016,False,participant_PG16.csv
PG16,80/20,1,11,103044,square,circle,0.8,0.2,0.0,square,131.0,positive,0.5,2.0,5,1010,False,participant_PG16.csv
PG16,80/20,1,12,105350,circle,square,0.2,0.8,0.0,circle,213.0,negative,-0.25,1.75,5,1003,False,participant_PG16.csv
PG16,80/20,1,13,108128,circle,square,0.2,0.8,1.0,square,704.0,positive,0.5,2.25,5,1007,False,participant_PG16.csv
PG16,80/20,1,14,110509,square,circle,0.8,0.2,1.0,circle,297.0,negative,-0.25,2.0,5,1006,False,participant_PG16.csv
PG16,80/20,1,15,112832,circle,square,0.2,0.8,0.0,circle,246.0,negative,-0.25,1.75,5,1006,False,participant_PG16.csv
PG16,80/20,1,16,115037,square,circle,0.8,0.2,0.0,square,132.0,positive,0.5,2.25,5,1003,False,participant_PG16.csv
PG16,80/20,1,17,117376,circle,square,0.2,0.8,1.0,square,229.0,positive,0.5,2.75,5,1015,False,participant_PG16.csv
PG16,80/20,1,18,119742,square,circle,0.8,0.2,0.0,square,273.0,positive,0.5,3.25,5,1004,False,participant_PG16.csv
PG16,80/20,1,19,122087,circle,square,0.2,0.8,0.0,circle,262.0,negative,-0.25,3.0,5,1001,False,participant_PG16.csv
PG16,80/20,1,20,124484,square,circle,0.8,0.2,1.0,circle,328.0,negative,-0.25,2.75,5,1001,False,participant_PG16.csv
PG16,80/20,1,21,126833,circle,square,0.2,0.8,0.0,circle,280.0,negative,-0.25,2.5,5,1001,False,participant_PG16.csv
PG16,80/20,1,22,129161,circle,square,0.2,0.8,0.0,circle,246.0,negative,-0.25,2.25,5,1016,False,participant_PG16.csv
PG16,80/20,1,23,131586,circle,square,0.2,0.8,0.0,circle,349.0,negative,-0.25,2.0,5,1004,False,participant_PG16.csv
PG16,80/20,1,24,133946,circle,square,0.2,0.8,0.0,circle,278.0,negative,-0.25,1.75,5,1003,False,participant_PG16.csv
PG16,80/20,1,25,136316,square,circle,0.8,0.2,0.0,square,278.0,positive,0.5,2.25,5,1014,False,participant_PG16.csv
PG16,80/20,1,26,138689,square,circle,0.8,0.2,0.0,square,291.0,positive,0.5,2.75,5,1014,False,participant_PG16.csv
PG16,80/20,1,27,141153,square,circle,0.8,0.2,0.0,square,391.0,positive,0.5,3.25,5,1003,False,participant_PG16.csv
PG16,80/20,1,28,143535,square,circle,0.8,0.2,0.0,square,299.0,positive,0.5,3.75,5,1010,False,participant_PG16.csv
PG16,80/20,1,29,146081,square,circle,0.8,0.2,0.0,square,480.0,positive,0.5,4.25,5,1001,False,participant_PG16.csv
PG16,80/20,1,30,148434,circle,square,0.2,0.8,0.0,circle,279.0,negative,-0.25,4.0,5,1006,False,participant_PG16.csv
PG16,80/20,1,31,150742,square,circle,0.8,0.2,1.0,circle,231.0,negative,-0.25,3.75,5,1011,False,participant_PG16.csv
PG16,80/20,1,32,153042,circle,square,0.2,0.8,1.0,square,215.0,negative,-0.25,3.5,5,1002,False,participant_PG16.csv
PG16,80/20,1,33,155422,circle,square,0.2,0.8,0.0,circle,297.0,negative,-0.25,3.25,5,1014,False,participant_PG16.csv
PG16,80/20,1,34,157621,square,circle,0.8,0.2,1.0,circle,101.0,negative,-0.25,3.0,5,1016,False,participant_PG16.csv
PG16,80/20,1,35,160006,square,circle,0.8,0.2,0.0,square,294.0,negative,-0.25,2.75,5,1016,False,participant_PG16.csv
PG16,80/20,1,36,162360,square,circle,0.8,0.2,0.0,square,278.0,positive,0.5,3.25,5,1007,False,participant_PG16.csv
PG16,80/20,1,37,164749,square,circle,0.8,0.2,0.0,square,294.0,positive,0.5,3.75,5,1013,False,participant_PG16.csv
PG16,80/20,1,38,167065,square,circle,0.8,0.2,0.0,square,248.0,positive,0.5,4.25,5,1000,False,participant_PG16.csv
PG16,80/20,1,39,169485,square,circle,0.8,0.2,0.0,square,331.0,positive,0.5,4.75,5,1008,False,participant_PG16.csv
PG16,80/20,1,40,171843,square,circle,0.8,0.2,0.0,square,278.0,positive,0.5,5.25,5,1009,False,participant_PG16.csv
PG16,80/20,1,41,174333,square,circle,0.8,0.2,0.0,square,407.0,positive,0.5,5.75,5,1003,False,participant_PG16.csv
PG16,80/20,1,42,176535,square,circle,0.8,0.2,1.0,circle,132.0,negative,-0.25,5.5,5,1003,False,participant_PG16.csv
PG16,80/20,1,43,178746,square,circle,0.8,0.2,0.0,square,114.0,positive,0.5,6.0,5,1015,False,participant_PG16.csv
PG16,80/20,1,44,181043,circle,square,0.2,0.8,0.0,circle,227.0,negative,-0.25,5.75,5,1002,False,participant_PG16.csv
PG16,80/20,1,45,183223,circle,square,0.2,0.8,0.0,circle,100.0,negative,-0.25,5.5,5,1005,False,participant_PG16.csv
PG16,80/20,1,46,185326,square,circle,0.8,0.2,1.0,circle,34.0,positive,0.5,6.0,5,1003,False,participant_PG16.csv
PG16,80/20,1,47,187628,square,circle,0.8,0.2,1.0,circle,229.0,negative,-0.25,5.75,5,1003,False,participant_PG16.csv
PG16,80/20,1,48,190254,square,circle,0.8,0.2,0.0,square,540.0,negative,-0.25,5.5,5,1007,False,participant_PG16.csv
PG16,80/20,1,49,192555,square,circle,0.8,0.2,1.0,circle,229.0,positive,0.5,6.0,5,1002,False,participant_PG16.csv
PG16,80/20,1,50,194787,circle,square,0.2,0.8,1.0,square,147.0,positive,0.5,6.5,5,1000,False,participant_PG16.csv
PG16,80/20,1,51,197162,square,circle,0.8,0.2,1.0,circle,297.0,negative,-0.25,6.25,5,1008,False,participant_PG16.csv
PG16,80/20,1,52,199511,square,circle,0.8,0.2,0.0,square,244.0,positive,0.5,6.75,5,1015,False,participant_PG16.csv
PG16,80/20,1,53,201715,circle,square,0.2,0.8,0.0,circle,116.0,negative,-0.25,6.5,5,1015,False,participant_PG16.csv
PG16,80/20,1,54,203982,square,circle,0.8,0.2,1.0,circle,180.0,negative,-0.25,6.25,5,1012,False,participant_PG16.csv
PG16,80/20,1,55,206251,circle,square,0.2,0.8,1.0,square,195.0,positive,0.5,6.75,5,1006,False,participant_PG16.csv
PG16,80/20,1,56,208638,square,circle,0.8,0.2,1.0,circle,310.0,negative,-0.25,6.5,5,1001,False,participant_PG16.csv
PG16,80/20,1,57,211065,circle,square,0.2,0.8,0.0,circle,341.0,negative,-0.25,6.25,5,1004,False,participant_PG16.csv
PG16,80/20,1,58,213376,square,circle,0.8,0.2,1.0,circle,243.0,negative,-0.25,6.0,5,1004,False,participant_PG16.csv
PG16,80/20,1,59,215703,circle,square,0.2,0.8,0.0,circle,244.0,negative,-0.25,5.75,5,1005,False,participant_PG16.csv
PG16,80/20,1,60,218037,circle,square,0.2,0.8,0.0,circle,249.0,negative,-0.25,5.5,5,1015,False,participant_PG16.csv
PG16,50/50,2,1,225128,circle,square,0.5,0.5,0.0,circle,939.0,negative,-0.25,5.25,5,1003,False,participant_PG16.csv
PG16,50/50,2,2,227427,square,circle,0.5,0.5,0.0,square,232.0,positive,0.5,5.75,5,1003,False,participant_PG16.csv
PG16,50/50,2,3,229525,square,circle,0.5,0.5,0.0,square,17.0,positive,0.5,6.25,5,1003,False,participant_PG16.csv
PG16,50/50,2,4,231801,circle,square,0.5,0.5,1.0,square,199.0,positive,0.5,6.75,5,1010,False,participant_PG16.csv
PG16,50/50,2,5,234046,circle,square,0.5,0.5,1.0,square,167.0,negative,-0.25,6.5,5,1005,False,participant_PG16.csv
PG16,50/50,2,6,236636,circle,square,0.5,0.5,1.0,square,509.0,positive,0.5,7.0,5,1012,False,participant_PG16.csv
PG16,50/50,2,7,239067,square,circle,0.5,0.5,0.0,square,345.0,negative,-0.25,6.75,5,1015,False,participant_PG16.csv
PG16,50/50,2,8,241614,square,circle,0.5,0.5,0.0,square,476.0,positive,0.5,7.25,5,1003,False,participant_PG16.csv
PG16,50/50,2,9,243740,square,circle,0.5,0.5,0.0,square,32.0,positive,0.5,7.75,5,1003,False,participant_PG16.csv
PG16,50/50,2,10,246138,square,circle,0.5,0.5,0.0,square,311.0,positive,0.5,8.25,5,1008,False,participant_PG16.csv
PG16,50/50,2,11,248260,circle,square,0.5,0.5,1.0,square,32.0,positive,0.5,8.75,5,1000,False,participant_PG16.csv
PG16,50/50,2,12,250396,circle,square,0.5,0.5,1.0,square,49.0,negative,-0.25,8.5,5,1012,False,participant_PG16.csv
PG16,50/50,2,13,252849,circle,square,0.5,0.5,1.0,square,359.0,positive,0.5,9.0,5,1014,False,participant_PG16.csv
PG16,50/50,2,14,255216,circle,square,0.5,0.5,1.0,square,278.0,negative,-0.25,8.75,5,1006,False,participant_PG16.csv
PG16,50/50,2,15,257692,circle,square,0.5,0.5,1.0,square,393.0,positive,0.5,9.25,5,1011,False,participant_PG16.csv
PG16,50/50,2,16,260047,circle,square,0.5,0.5,1.0,square,265.0,positive,0.5,9.75,5,1015,False,participant_PG16.csv
PG16,50/50,2,17,262232,square,circle,0.5,0.5,0.0,square,98.0,negative,-0.25,9.5,5,1005,False,participant_PG16.csv
PG16,50/50,2,18,264491,circle,square,0.5,0.5,1.0,square,179.0,positive,0.5,10.0,5,1006,False,participant_PG16.csv
PG16,50/50,2,19,266776,square,circle,0.5,0.5,0.0,square,199.0,positive,0.5,10.5,5,1012,False,participant_PG16.csv
PG16,50/50,2,20,269032,circle,square,0.5,0.5,1.0,square,179.0,negative,-0.25,10.25,5,1009,False,participant_PG16.csv
PG16,50/50,2,21,271287,circle,square,0.5,0.5,1.0,square,176.0,negative,-0.25,10.0,5,1007,False,participant_PG16.csv
PG16,50/50,2,22,273848,square,circle,0.5,0.5,0.0,square,474.0,positive,0.5,10.5,5,1016,False,participant_PG16.csv
PG16,50/50,2,23,276294,circle,square,0.5,0.5,1.0,square,344.0,positive,0.5,11.0,5,1014,False,participant_PG16.csv
PG16,50/50,2,24,278651,square,circle,0.5,0.5,0.0,square,283.0,positive,0.5,11.5,5,1001,False,participant_PG16.csv
PG16,50/50,2,25,281115,square,circle,0.5,0.5,0.0,square,376.0,negative,-0.25,11.25,5,1013,False,participant_PG16.csv
PG16,50/50,2,26,283546,square,circle,0.5,0.5,0.0,square,345.0,positive,0.5,11.75,5,1015,False,participant_PG16.csv
PG16,50/50,2,27,286060,circle,square,0.5,0.5,1.0,square,430.0,positive,0.5,12.25,5,1004,False,participant_PG16.csv
PG16,50/50,2,28,288458,circle,square,0.5,0.5,1.0,square,309.0,positive,0.5,12.75,5,1006,False,participant_PG16.csv
PG16,50/50,2,29,291034,square,circle,0.5,0.5,0.0,square,478.0,negative,-0.25,12.5,5,1015,False,participant_PG16.csv
PG16,50/50,2,30,293427,circle,square,0.5,0.5,1.0,square,313.0,negative,-0.25,12.25,5,1013,False,participant_PG16.csv
PG16,50/50,2,31,295866,circle,square,0.5,0.5,1.0,square,360.0,negative,-0.25,12.0,5,1000,False,participant_PG16.csv
PG16,50/50,2,32,298412,circle,square,0.5,0.5,1.0,square,464.0,positive,0.5,12.5,5,1002,False,participant_PG16.csv
PG16,50/50,2,33,300772,circle,square,0.5,0.5,1.0,square,278.0,negative,-0.25,12.25,5,1015,False,participant_PG16.csv
PG16,50/50,2,34,303331,square,circle,0.5,0.5,0.0,square,475.0,negative,-0.25,12.0,5,1002,False,participant_PG16.csv
PG16,50/50,2,35,305663,circle,square,0.5,0.5,1.0,square,251.0,positive,0.5,12.5,5,1006,False,participant_PG16.csv
PG16,50/50,2,36,308115,square,circle,0.5,0.5,0.0,square,373.0,negative,-0.25,12.25,5,1004,False,participant_PG16.csv
PG16,50/50,2,37,310505,square,circle,0.5,0.5,0.0,square,310.0,negative,-0.25,12.0,5,1004,False,participant_PG16.csv
PG16,50/50,2,38,312808,square,circle,0.5,0.5,0.0,square,231.0,negative,-0.25,11.75,5,1000,False,participant_PG16.csv
PG16,50/50,2,39,315139,circle,square,0.5,0.5,1.0,square,261.0,negative,-0.25,11.5,5,1000,False,participant_PG16.csv
PG16,50/50,2,40,317410,square,circle,0.5,0.5,0.0,square,178.0,positive,0.5,12.0,5,1017,False,participant_PG16.csv
PG16,50/50,2,41,319709,square,circle,0.5,0.5,0.0,square,228.0,positive,0.5,12.5,5,1007,False,participant_PG16.csv
PG16,50/50,2,42,322085,circle,square,0.5,0.5,1.0,square,296.0,negative,-0.25,12.25,5,1000,False,participant_PG16.csv
PG16,50/50,2,43,324424,circle,square,0.5,0.5,1.0,square,260.0,negative,-0.25,12.0,5,1009,False,participant_PG16.csv
PG16,50/50,2,44,326783,circle,square,0.5,0.5,1.0,square,275.0,negative,-0.25,11.75,5,1003,False,participant_PG16.csv
PG16,50/50,2,45,328942,circle,square,0.5,0.5,1.0,square,66.0,negative,-0.25,11.5,5,1002,False,participant_PG16.csv
PG16,50/50,2,46,331250,circle,square,0.5,0.5,1.0,square,233.0,positive,0.5,12.0,5,1008,False,participant_PG16.csv
PG16,50/50,2,47,333643,circle,square,0.5,0.5,1.0,square,309.0,negative,-0.25,11.75,5,1002,False,participant_PG16.csv
PG16,50/50,2,48,336022,circle,square,0.5,0.5,1.0,square,296.0,positive,0.5,12.25,5,1013,False,participant_PG16.csv
PG16,50/50,2,49,338465,square,circle,0.5,0.5,0.0,square,360.0,positive,0.5,12.75,5,1015,False,participant_PG16.csv
PG16,50/50,2,50,340756,square,circle,0.5,0.5,0.0,square,215.0,positive,0.5,13.25,5,1005,False,participant_PG16.csv
PG16,50/50,2,51,343310,circle,square,0.5,0.5,1.0,square,458.0,negative,-0.25,13.0,5,1015,False,participant_PG16.csv
PG16,50/50,2,52,345460,circle,square,0.5,0.5,1.0,square,65.0,positive,0.5,13.5,5,1004,False,participant_PG16.csv
PG16,50/50,2,53,347843,circle,square,0.5,0.5,1.0,square,314.0,positive,0.5,14.0,5,1000,False,participant_PG16.csv
PG16,50/50,2,54,350241,circle,square,0.5,0.5,1.0,square,315.0,positive,0.5,14.5,5,1000,False,participant_PG16.csv
PG16,50/50,2,55,352731,circle,square,0.5,0.5,1.0,square,410.0,positive,0.5,15.0,5,1014,False,participant_PG16.csv
PG16,50/50,2,56,355168,square,circle,0.5,0.5,0.0,square,341.0,negative,-0.25,14.75,5,1014,False,participant_PG16.csv
PG16,50/50,2,57,357482,square,circle,0.5,0.5,0.0,square,230.0,positive,0.5,15.25,5,1000,False,participant_PG16.csv
PG16,50/50,2,58,360015,square,circle,0.5,0.5,0.0,square,463.0,negative,-0.25,15.0,5,1003,False,participant_PG16.csv
PG16,50/50,2,59,362407,square,circle,0.5,0.5,0.0,square,314.0,positive,0.5,15.5,5,1010,False,participant_PG16.csv
PG16,50/50,2,60,364777,square,circle,0.5,0.5,0.0,square,293.0,negative,-0.25,15.25,5,1005,False,participant_PG16.csv
PG17,80/20,1,1,103182,circle,square,0.8,0.2,,,,,0.0,0.0,5,1013,True,PG17_PRL.csv
PG17,80/20,1,2,105349,square,circle,0.2,0.8,0.0,square,117.0,negative,0.0,0.0,5,1001,True,PG17_PRL.csv
PG17,80/20,1,3,108435,circle,square,0.8,0.2,,,,,0.0,0.0,5,1010,True,PG17_PRL.csv
PG17,80/20,1,4,110521,circle,square,0.8,0.2,0.0,circle,15.0,positive,0.0,0.0,5,1009,True,PG17_PRL.csv
PG17,80/20,1,5,113620,circle,square,0.8,0.2,,,,,0.0,0.0,5,1012,True,PG17_PRL.csv
PG17,80/20,1,6,116442,circle,square,0.8,0.2,0.0,circle,762.0,positive,0.0,0.0,5,1000,True,PG17_PRL.csv
PG17,80/20,1,7,118788,circle,square,0.8,0.2,0.0,circle,266.0,negative,0.0,0.0,5,1014,True,PG17_PRL.csv
PG17,80/20,1,8,120885,square,circle,0.2,0.8,1.0,circle,32.0,negative,0.0,0.0,5,1014,True,PG17_PRL.csv
PG17,80/20,1,9,123131,circle,square,0.8,0.2,0.0,circle,168.0,positive,0.0,0.0,5,1014,True,PG17_PRL.csv
PG17,80/20,1,10,125239,square,circle,0.2,0.8,1.0,circle,33.0,positive,0.0,0.0,5,1012,True,PG17_PRL.csv
PG17,80/20,1,11,127949,square,circle,0.2,0.8,1.0,circle,643.0,positive,0.0,0.0,5,1004,True,PG17_PRL.csv
PG17,80/20,1,12,130055,square,circle,0.2,0.8,1.0,circle,33.0,negative,0.0,0.0,5,1010,True,PG17_PRL.csv
PG17,80/20,1,13,132218,square,circle,0.2,0.8,0.0,square,101.0,negative,0.0,0.0,5,1011,True,PG17_PRL.csv
PG17,80/20,1,14,134341,circle,square,0.8,0.2,1.0,square,49.0,negative,0.0,0.0,5,1014,True,PG17_PRL.csv
PG17,80/20,1,15,137420,circle,square,0.8,0.2,,,,,0.0,0.0,5,1014,True,PG17_PRL.csv
PG17,80/20,1,16,139533,square,circle,0.2,0.8,0.0,square,33.0,negative,0.0,0.0,5,1013,True,PG17_PRL.csv
PG17,80/20,1,17,141769,square,circle,0.2,0.8,1.0,circle,167.0,positive,0.0,0.0,5,1005,True,PG17_PRL.csv
PG17,80/20,1,18,144029,square,circle,0.2,0.8,1.0,circle,195.0,positive,0.0,0.0,5,1002,True,PG17_PRL.csv
PG17,80/20,1,19,146170,circle,square,0.8,0.2,0.0,circle,66.0,positive,0.0,0.0,5,1016,True,PG17_PRL.csv
PG17,80/20,1,20,148389,square,circle,0.2,0.8,1.0,circle,149.0,negative,0.0,0.0,5,1009,True,PG17_PRL.csv
PG17,80/20,1,1,156320,circle,square,0.8,0.2,0.0,circle,16.0,negative,-0.25,-0.25,5,1007,False,PG17_PRL.csv
PG17,80/20,1,2,159126,square,circle,0.2,0.8,1.0,circle,729.0,positive,0.5,0.25,5,1011,False,PG17_PRL.csv
PG17,80/20,1,3,161316,square,circle,0.2,0.8,1.0,circle,117.0,positive,0.5,0.75,5,1007,False,PG17_PRL.csv
PG17,80/20,1,4,163456,circle,square,0.8,0.2,0.0,circle,66.0,positive,0.5,1.25,5,1009,False,PG17_PRL.csv
PG17,80/20,1,5,165660,circle,square,0.8,0.2,0.0,circle,129.0,positive,0.5,1.75,5,1009,False,PG17_PRL.csv
PG17,80/20,1,6,167761,square,circle,0.2,0.8,0.0,square,32.0,negative,-0.25,1.5,5,1014,False,PG17_PRL.csv
PG17,80/20,1,7,169858,circle,square,0.8,0.2,1.0,square,33.0,positive,0.5,2.0,5,1006,False,PG17_PRL.csv
PG17,80/20,1,8,172079,square,circle,0.2,0.8,0.0,square,148.0,negative,-0.25,1.75,5,1009,False,PG17_PRL.csv
PG17,80/20,1,9,174173,circle,square,0.8,0.2,1.0,square,15.0,negative,-0.25,1.5,5,1014,False,PG17_PRL.csv
PG17,80/20,1,10,176794,circle,square,0.8,0.2,1.0,square,547.0,negative,-0.25,1.25,5,1013,False,PG17_PRL.csv
PG17,80/20,1,11,178942,circle,square,0.8,0.2,0.0,circle,82.0,positive,0.5,1.75,5,1000,False,PG17_PRL.csv
PG17,80/20,1,12,181186,square,circle,0.2,0.8,1.0,circle,167.0,positive,0.5,2.25,5,1015,False,PG17_PRL.csv
PG17,80/20,1,13,183417,circle,square,0.8,0.2,0.0,circle,162.0,negative,-0.25,2.0,5,1002,False,PG17_PRL.csv
PG17,80/20,1,14,185520,circle,square,0.8,0.2,0.0,circle,32.0,positive,0.5,2.5,5,1009,False,PG17_PRL.csv
PG17,80/20,1,15,187740,square,circle,0.2,0.8,1.0,circle,162.0,positive,0.5,3.0,5,1000,False,PG17_PRL.csv
PG17,80/20,1,16,189926,square,circle,0.2,0.8,1.0,circle,115.0,positive,0.5,3.5,5,1013,False,PG17_PRL.csv
PG17,80/20,1,17,192068,circle,square,0.8,0.2,0.0,circle,65.0,positive,0.5,4.0,5,1005,False,PG17_PRL.csv
PG17,80/20,1,18,194306,square,circle,0.2,0.8,1.0,circle,180.0,positive,0.5,4.5,5,1005,False,PG17_PRL.csv
PG17,80/20,1,19,196462,circle,square,0.8,0.2,0.0,circle,97.0,positive,0.5,5.0,5,1007,False,PG17_PRL.csv
PG17,80/20,1,20,198638,square,circle,0.2,0.8,1.0,circle,99.0,positive,0.5,5.5,5,1010,False,PG17_PRL.csv
PG17,80/20,1,21,200781,circle,square,0.8,0.2,0.0,circle,65.0,positive,0.5,6.0,5,1011,False,PG17_PRL.csv
PG17,80/20,1,22,203037,square,circle,0.2,0.8,1.0,circle,182.0,negative,-0.25,5.75,5,1012,False,PG17_PRL.csv
PG17,80/20,1,23,205184,circle,square,0.8,0.2,0.0,circle,80.0,positive,0.5,6.25,5,1006,False,PG17_PRL.csv
PG17,80/20,1,24,207394,square,circle,0.2,0.8,1.0,circle,146.0,positive,0.5,6.75,5,1012,False,PG17_PRL.csv
PG17,80/20,1,25,209571,circle,square,0.8,0.2,0.0,circle,99.0,positive,0.5,7.25,5,1001,False,PG17_PRL.csv
PG17,80/20,1,26,211684,circle,square,0.8,0.2,0.0,circle,33.0,positive,0.5,7.75,5,1002,False,PG17_PRL.csv
PG17,80/20,1,27,213851,square,circle,0.2,0.8,1.0,circle,101.0,positive,0.5,8.25,5,1001,False,PG17_PRL.csv
PG17,80/20,1,28,216028,square,circle,0.2,0.8,1.0,circle,116.0,negative,-0.25,8.0,5,1004,False,PG17_PRL.csv
PG17,80/20,1,29,218192,circle,square,0.8,0.2,0.0,circle,99.0,positive,0.5,8.5,5,1007,False,PG17_PRL.csv
PG17,80/20,1,30,220319,square,circle,0.2,0.8,1.0,circle,49.0,positive,0.5,9.0,5,1009,False,PG17_PRL.csv
PG17,80/20,1,31,222531,square,circle,0.2,0.8,1.0,circle,131.0,positive,0.5,9.5,5,1015,False,PG17_PRL.csv
PG17,80/20,1,32,224636,circle,square,0.8,0.2,0.0,circle,33.0,positive,0.5,10.0,5,1016,False,PG17_PRL.csv
PG17,80/20,1,33,226838,circle,square,0.8,0.2,0.0,circle,130.0,positive,0.5,10.5,5,1009,False,PG17_PRL.csv
PG17,80/20,1,34,229012,circle,square,0.8,0.2,0.0,circle,96.0,positive,0.5,11.0,5,1012,False,PG17_PRL.csv
PG17,80/20,1,35,231197,circle,square,0.8,0.2,0.0,circle,114.0,positive,0.5,11.5,5,1009,False,PG17_PRL.csv
PG17,80/20,1,36,233372,circle,square,0.8,0.2,0.0,circle,100.0,positive,0.5,12.0,5,1010,False,PG17_PRL.csv
PG17,80/20,1,37,235597,square,circle,0.2,0.8,1.0,circle,146.0,positive,0.5,12.5,5,1007,False,PG17_PRL.csv
PG17,80/20,1,38,237663,square,circle,0.2,0.8,1.0,circle,16.0,positive,0.5,13.0,5,1001,False,PG17_PRL.csv
PG17,80/20,1,39,239858,circle,square,0.8,0.2,0.0,circle,130.0,positive,0.5,13.5,5,1001,False,PG17_PRL.csv
PG17,80/20,1,40,242028,circle,square,0.8,0.2,0.0,circle,115.0,positive,0.5,14.0,5,1003,False,PG17_PRL.csv
PG17,80/20,1,41,244147,square,circle,0.2,0.8,1.0,circle,50.0,positive,0.5,14.5,5,1007,False,PG17_PRL.csv
PG17,80/20,1,42,246294,square,circle,0.2,0.8,1.0,circle,65.0,positive,0.5,15.0,5,1016,False,PG17_PRL.csv
PG17,80/20,1,43,248404,circle,square,0.8,0.2,0.0,circle,32.0,negative,-0.25,14.75,5,1015,False,PG17_PRL.csv
PG17,80/20,1,44,250581,square,circle,0.2,0.8,1.0,circle,99.0,negative,-0.25,14.5,5,1003,False,PG17_PRL.csv
PG17,80/20,1,45,252784,square,circle,0.2,0.8,0.0,square,134.0,negative,-0.25,14.25,5,1012,False,PG17_PRL.csv
PG17,80/20,1,46,254946,circle,square,0.8,0.2,1.0,square,82.0,negative,-0.25,14.0,5,1014,False,PG17_PRL.csv
PG17,80/20,1,47,257104,square,circle,0.2,0.8,1.0,circle,83.0,positive,0.5,14.5,5,1009,False,PG17_PRL.csv
PG17,80/20,1,48,259224,square,circle,0.2,0.8,1.0,circle,49.0,positive,0.5,15.0,5,1009,False,PG17_PRL.csv
PG17,80/20,1,49,261361,square,circle,0.2,0.8,1.0,circle,66.0,positive,0.5,15.5,5,1000,False,PG17_PRL.csv
PG17,80/20,1,50,263491,square,circle,0.2,0.8,1.0,circle,48.0,positive,0.5,16.0,5,1016,False,PG17_PRL.csv
PG17,80/20,1,51,265585,circle,square,0.8,0.2,0.0,circle,15.0,positive,0.5,16.5,5,1013,False,PG17_PRL.csv
PG17,80/20,1,52,267675,square,circle,0.2,0.8,1.0,circle,17.0,negative,-0.25,16.25,5,1008,False,PG17_PRL.csv
PG17,80/20,1,53,269770,circle,square,0.8,0.2,0.0,circle,32.0,negative,-0.25,16.0,5,1013,False,PG17_PRL.csv
PG17,80/20,1,54,271940,circle,square,0.8,0.2,0.0,circle,114.0,negative,-0.25,15.75,5,1000,False,PG17_PRL.csv
